name,salary,area_name,published_at
Веб-программист Python / Django,27857.0,Нур-Султан,2013-02-26T07:53:12+0400
Python-разработчик,120000.0,Москва,2013-02-26T14:40:53+0400
Программист Python,100000.0,Москва,2013-02-26T19:00:42+0400
Программист Python,60000.0,Москва,2013-02-26T19:02:22+0400
Программист python / django,65000.0,Санкт-Петербург,2013-02-27T17:39:55+0400
Программист Python - Django,50000.0,Нижний Новгород,2013-02-28T08:15:01+0400
"Программист Python, Tornado",99165.0,Киев,2013-03-05T14:36:44+0400
Программист Python,99165.0,Киев,2013-03-05T14:38:45+0400
Программист Python (Django),60000.0,Москва,2013-03-06T08:16:48+0400
Программист Python (удаленно),70000.0,Москва,2013-03-06T08:17:00+0400
"Программист Python, Java, Ruby",50000.0,Иркутск,2013-03-06T10:57:36+0400
Ведущий программист Python,,Москва,2013-03-11T09:58:20+0400
Python-разработчик,45000.0,Ижевск,2013-03-11T11:46:48+0400
Ведущий разработчик на Python,,Москва,2013-03-12T12:30:24+0400
Программист Python/C++,,Москва,2013-03-12T12:30:25+0400
Программист Python/C++,,Санкт-Петербург,2013-03-12T12:30:25+0400
Программист Python,35000.0,Волгоград,2013-03-13T20:14:04+0400
Ведущий разработчик на Python,,Санкт-Петербург,2013-03-14T17:58:13+0400
Программист Python,40000.0,Москва,2013-03-18T14:52:56+0400
Инженер-программист Python,65000.0,Санкт-Петербург,2013-03-20T15:49:30+0400
Программист Python,80000.0,Москва,2013-03-23T08:48:05+0400
Python-разработчик,40000.0,Брянск,2013-03-24T08:52:42+0400
Программист Python,76767.0,Донецк (Украина),2013-03-29T11:06:49+0400
Python-разработчик (Django),60000.0,Санкт-Петербург,2013-03-29T16:16:16+0400
Программист Python,100000.0,Москва,2013-04-02T14:38:00+0400
Разработчик на Python/Django,,Санкт-Петербург,2013-04-02T16:01:11+0400
Программист Python,70000.0,Москва,2013-04-02T17:52:54+0400
Программист Python,90000.0,Москва,2013-04-02T18:14:44+0400
Программист Python/Django,,Москва,2013-04-04T10:14:22+0400
Программист Python,80000.0,Москва,2013-04-05T08:26:29+0400
Веб-разработчик на Python,62166.0,Минск,2013-04-05T17:47:24+0400
Программист Python,,Киев,2013-04-08T18:57:29+0400
Программист Python (Django),,Москва,2013-04-09T08:27:32+0400
Инженер программист Python,70000.0,Санкт-Петербург,2013-04-09T12:50:12+0400
Программист Python (с начальным знанием языка),70000.0,Москва,2013-04-15T12:10:20+0400
Разработчик на Python,85000.0,Москва,2013-04-15T14:21:18+0400
Программист Python,100000.0,Москва,2013-04-15T16:35:06+0400
Программист Python,100000.0,Москва,2013-04-15T17:16:44+0400
Программист Python/C++,,Москва,2013-04-17T14:56:39+0400
Программист Python,130000.0,Москва,2013-04-18T14:24:21+0400
Ведущий разработчик на Python,,Москва,2013-04-18T17:57:52+0400
Инженер-программист Python,65000.0,Санкт-Петербург,2013-04-22T11:39:49+0400
Python-программист,95000.0,Москва,2013-04-23T12:57:58+0400
"Программист Python, Django",,Барнаул,2013-04-24T08:05:34+0400
Программист Python/JavaScript,,Казань,2013-04-24T14:23:34+0400
Программист Python,55000.0,Москва,2013-04-26T11:35:24+0400
Ведущий Python-разработчик,,Киев,2013-04-29T18:19:57+0400
Программист Python,,Москва,2013-04-29T21:47:24+0400
Программист Python,90000.0,Москва,2013-05-06T12:27:13+0400
Разработчик на Python,,Санкт-Петербург,2013-05-06T17:51:24+0400
Python-программист / разработчик,80000.0,Нижний Новгород,2013-05-09T08:34:54+0400
Ведущий Python-разработчик,,Москва,2013-05-13T11:22:46+0400
Программист Python (Таргет@Mail.Ru),,Москва,2013-05-13T16:30:58+0400
Программист Python (Дети@Mail.Ru),,Москва,2013-05-13T16:30:58+0400
Младший программист Python/C++ (Карты),,Москва,2013-05-15T14:44:29+0400
Программист Python,,Москва,2013-05-16T18:54:14+0400
Программист Python / Django Framework,50000.0,Москва,2013-05-17T16:55:33+0400
Python-разработчик (Django),70000.0,Санкт-Петербург,2013-05-18T08:30:14+0400
Программист Python,,Москва,2013-05-20T10:49:47+0400
Ведущий программист Python (Таргет),,Москва,2013-05-20T13:55:51+0400
Ведущий разработчик на Python,,Москва,2013-05-21T10:43:02+0400
Ведущий разработчик на Python,,Санкт-Петербург,2013-05-21T10:44:10+0400
Программист Python (казуальные игры),21730.0,Киев,2013-05-23T13:27:35+0400
Программист python,35000.0,Краснодар,2013-05-29T14:10:45+0400
Программист Python,55000.0,Москва,2013-06-03T09:37:22+0400
Инженер-программист Python,65000.0,Санкт-Петербург,2013-06-03T10:56:01+0400
Ведущий программист python / django,90000.0,Москва,2013-06-05T09:59:53+0400
Ведущий программист python / django,,Москва,2013-06-05T10:00:00+0400
Ведущий программист Python/C++,,Москва,2013-06-05T16:07:44+0400
Программист Python,90000.0,Москва,2013-06-06T11:04:22+0400
Программист Python Django,107500.0,Тула,2013-06-06T14:04:42+0400
Программист Python / Django,100000.0,Москва,2013-06-06T15:53:24+0400
Программист Python (ICQ/Агент),,Москва,2013-06-08T16:14:01+0400
Программист Python / Django Framework,50000.0,Москва,2013-06-11T12:53:10+0400
"Разработчик на Python, Луганск",8980.0,Луганск,2013-06-12T17:06:43+0400
Python-программист / разработчик,65000.0,Нижний Новгород,2013-06-13T08:19:36+0400
Программист Python,110000.0,Москва,2013-06-13T16:36:55+0400
Программист Python,80000.0,Москва,2013-06-14T10:55:26+0400
Программист Python,,Санкт-Петербург,2013-06-17T12:41:57+0400
Программист Python,,Москва,2013-06-18T15:18:50+0400
Веб-программист Python/Django,,Пенза,2013-06-18T18:50:10+0400
Программист Python,70000.0,Москва,2013-06-19T08:45:25+0400
Веб-программист Python/Django,,Москва,2013-06-19T11:11:35+0400
Python-разработчик персональных сервисов,,Москва,2013-06-21T14:28:51+0400
Python-разработчик,40000.0,Брянск,2013-06-21T15:17:31+0400
Инженер-программист Python,,Нижний Новгород,2013-06-22T08:37:52+0400
Программист Python/Django,95000.0,Москва,2013-06-24T15:17:16+0400
Программист Python,50000.0,Санкт-Петербург,2013-06-28T18:00:18+0400
Инженер программист Python,70000.0,Санкт-Петербург,2013-07-01T11:14:01+0400
Ведущий разработчик на Python,,Санкт-Петербург,2013-07-01T15:54:16+0400
Программист python,110000.0,Москва,2013-07-03T08:23:10+0400
Программист Python,,Уфа,2013-07-03T11:55:32+0400
Программист python,,Минск,2013-07-03T22:47:25+0400
Программист Python,62500.0,Москва,2013-07-04T12:28:34+0400
Python-разработчик,,Москва,2013-07-04T17:37:54+0400
Python-разработчик (Django),40000.0,Санкт-Петербург,2013-07-04T17:53:32+0400
Программист Python,90000.0,Москва,2013-07-08T10:50:43+0400
Программист Python Django,40000.0,Тюмень,2013-07-11T14:28:37+0400
Программист Python,60000.0,Москва,2013-07-11T15:51:22+0400
Программист python,35000.0,Краснодар,2013-07-11T21:28:20+0400
Python-программист,50000.0,Санкт-Петербург,2013-07-12T12:52:42+0400
Программист Python/Django,55000.0,Новосибирск,2013-07-15T16:51:11+0400
Программист Python/Django,55000.0,Екатеринбург,2013-07-15T17:00:27+0400
Программист Python/Django,55000.0,Самара,2013-07-15T17:05:48+0400
Программист Python/Django,30000.0,Краснодар,2013-07-16T11:12:13+0400
Программист Python,80000.0,Москва,2013-07-17T10:46:25+0400
Python-разработчик персональных сервисов,,Москва,2013-07-22T11:50:09+0400
Веб-программист Python/Django,67500.0,Москва,2013-07-22T19:21:00+0400
Программист Python,82218.0,Донецк (Украина),2013-07-23T16:14:42+0400
Программист Python,,Москва,2013-07-30T12:03:30+0400
Программист Python,72500.0,Москва,2013-08-01T17:51:49+0400
