area_name,count,percent
Плавск,104,0.00164
Медвежьегорск,104,0.00164
Ильичевск,104,0.00164
Фурманов,104,0.00164
Александро-Невский,104,0.00164
Унеча,104,0.00164
Дружба (Нижегородская область),104,0.00164
Большое Болдино,104,0.00164
Абхазия,103,0.00163
Швейцария,103,0.00163
Аткарск,103,0.00163
Гусиноозерск,103,0.00163
Ковернино,103,0.00163
Пикалево,103,0.00163
Нефтекумск,103,0.00163
Афанасьево (Кировская область),103,0.00163
Высоковск,103,0.00163
Буревестник,102,0.00161
Тучково,102,0.00161
Красные Баки,102,0.00161
Вахруши,102,0.00161
Староминская,102,0.00161
Чаплыгин,102,0.00161
Холмск,102,0.00161
Лермонтов,102,0.00161
Бутурлино,101,0.00159
Нытва,101,0.00159
Рыльск,101,0.00159
Юрьев-Польский,101,0.00159
Кукмор,101,0.00159
Павлоград,101,0.00159
Остров,101,0.00159
Большое Мурашкино,100,0.00158
Струнино,100,0.00158
Чишмы,100,0.00158
Вача,100,0.00158
Иловля,100,0.00158
Ильиногорск,100,0.00158
Жердевка,100,0.00158
Николаевск,100,0.00158
Вольно-Надеждинское,100,0.00158
Инта,99,0.00156
Трехгорный,99,0.00156
Тбилисская,99,0.00156
Богородское,99,0.00156
Жанаозен,99,0.00156
Пласт,99,0.00156
Варнавино,99,0.00156
Нижние Серги,99,0.00156
Вад,99,0.00156
Гагино,98,0.00155
Кяхта,98,0.00155
Кадом,98,0.00155
Порхов,98,0.00155
Афанасьево,98,0.00155
Смолевичи,98,0.00155
Новоаннинский,98,0.00155
Новотитаровская,98,0.00155
Восточно-Центральный округ,98,0.00155
Байконур (Кызылорд. обл),97,0.00153
Суворов,97,0.00153
Горбатовка,97,0.00153
Новопавловск,97,0.00153
Восточный (Кировская область),96,0.00152
Болгар,96,0.00152
Усть-Луга,96,0.00152
Австралия,96,0.00152
Бразилия,96,0.00152
Судогда,96,0.00152
Тейково,96,0.00152
Кашин,96,0.00152
Шушары,96,0.00152
Санчурск,96,0.00152
Красная Поляна (Кировская область),96,0.00152
Захарово,96,0.00152
Гусь-Железный,96,0.00152
Поляны,96,0.00152
Оса,95,0.00150
Выездное,95,0.00150
Краснослободск (Волгоградская область),95,0.00150
Мукачево,95,0.00150
Каменка (Пензенская область),95,0.00150
Северодонецк,95,0.00150
Восточно-Сибирский округ,95,0.00150
Петровск-Забайкальский,95,0.00150
Ленинское,95,0.00150
Ермишь,94,0.00148
Трубчевск,94,0.00148
Ижевское,94,0.00148
Инза,94,0.00148
Центральный,94,0.00148
Республика Татарстан,94,0.00148
Линда,94,0.00148
Сосновское,94,0.00148
Мостовской,94,0.00148
Вахтан,94,0.00148
Пролетарск,94,0.00148
Колпашево,93,0.00147
Гидроторф,93,0.00147
Решетиха,93,0.00147
Константиновск,93,0.00147
Беслан,93,0.00147
Спасское,93,0.00147
Славянск,93,0.00147
Петровск,93,0.00147
Арбаж,93,0.00147
Гороховец,93,0.00147
Соль-Илецк,93,0.00147
Покачи,92,0.00145
Гремячево,92,0.00145
Пронск,92,0.00145
Искра (Рязанский район),92,0.00145
Арья,92,0.00145
Мышкин,92,0.00145
Севск,92,0.00145
Джалал-Абад,91,0.00144
Баграмово,91,0.00144
Алтай (Зыряновск),91,0.00144
Лянтор,91,0.00144
Октябрьск,91,0.00144
Октябрьский (Рязанская область),91,0.00144
Палласовка,91,0.00144
Цимлянск,91,0.00144
Виля,91,0.00144
Славянка (Приморский край),91,0.00144
Опарино,91,0.00144
Юрья,91,0.00144
Кикнур,91,0.00144
Милославское,91,0.00144
Кемь,91,0.00144
Верея,91,0.00144
Починки,91,0.00144
Грязное (Рязанская область),91,0.00144
Старожилово,91,0.00144
Шилка,91,0.00144
Светлогорск (Беларусь),90,0.00142
Путятино,90,0.00142
Пижанка,90,0.00142
Печоры,90,0.00142
Мирный (Кировская область),90,0.00142
Медногорск,90,0.00142
Лесной (Кировская область),90,0.00142
Фалёнки,90,0.00142
Нагорск,90,0.00142
Щигры,90,0.00142
Сапожок,90,0.00142
Аргентина,90,0.00142
Досчатое,90,0.00142
Елатьма,90,0.00142
Суровикино,90,0.00142
Сеченово,90,0.00142
Пижма,90,0.00142
Краснослободск (Республика Мордовия),89,0.00141
Даровской,89,0.00141
Ядрин,89,0.00141
Калининск,89,0.00141
Талгар,89,0.00141
Льгов,89,0.00141
Мурыгино,89,0.00141
Могоча,89,0.00141
Советск (Тульская область),89,0.00141
Тайга,89,0.00141
Тавда,89,0.00141
Песковка,89,0.00141
Волгореченск,89,0.00141
Лебяжье (Кировская область),89,0.00141
Нелидово,88,0.00139
Лальск,88,0.00139
Шатки,88,0.00139
Первомайский (Кировская область),88,0.00139
Сабетта (Ямало-Ненецкий АО),88,0.00139
Лесной (Рязанская область),88,0.00139
Алёшино (Сасовский район),88,0.00139
Харабали,88,0.00139
Мулино,88,0.00139
Лукино,88,0.00139
Италия,88,0.00139
Волосово,88,0.00139
Корсаков,88,0.00139
Свеча,88,0.00139
Новомосковск (Днепропетровская область),88,0.00139
Павелец,88,0.00139
Няндома,88,0.00139
Сокольское,88,0.00139
Оричи,87,0.00137
Тонкино,87,0.00137
Тоншаево,87,0.00137
Верхошижемье,87,0.00137
Тумботино,87,0.00137
Ухолово (Рязанская область),87,0.00137
Кумены,87,0.00137
Подосиновец,87,0.00137
Сараи,87,0.00137
Билибино,87,0.00137
Светлополянск,87,0.00137
Саратовская область,87,0.00137
Алупка,87,0.00137
Денежниково (Рязанская область),87,0.00137
Пителино,86,0.00136
Пильна,86,0.00136
Юганец,86,0.00136
Демьяново,86,0.00136
Рамонь,86,0.00136
Чернуха,86,0.00136
Шаранга,86,0.00136
Уни,86,0.00136
Осташков,86,0.00136
Лакаш,86,0.00136
Сухиничи,86,0.00136
Новосмолинский,86,0.00136
Истье (Рязанская область),86,0.00136
Данилов,86,0.00136
Подвязье (Рязанская область),86,0.00136
Ожерелье,86,0.00136
Краснодарский край,86,0.00136
Кирицы,85,0.00134
Крутоярский (Рязанская область),85,0.00134
Слоним,85,0.00134
Нерчинск,85,0.00134
Сотницыно,85,0.00134
Развилка (Московская область),85,0.00134
Саваслейка,85,0.00134
Пестово,85,0.00134
Боготол,85,0.00134
Лойно,85,0.00134
Апастово,85,0.00134
Шишкин Лес,85,0.00134
Стрижи,85,0.00134
Шиморское,85,0.00134
"Мосолово (Рязанская область, Шиловский район)",85,0.00134
посёлок Память Парижской Коммуны,85,0.00134
Опочка,85,0.00134
Верхне-Приволжский округ,85,0.00134
Суроватиха,85,0.00134
Тетюши,84,0.00133
Сухобезводное,84,0.00133
Тазовский,84,0.00133
Балтаси,84,0.00133
Ростовская область,84,0.00133
Нема,84,0.00133
Сява,84,0.00133
Мухтолово,84,0.00133
Аргамаково (Рязанская область),84,0.00133
Дорогобуж,84,0.00133
Тужа,84,0.00133
Шацк (Рязанская область),84,0.00133
Тума,84,0.00133
Грязовец,83,0.00131
поселок Степана Разина,83,0.00131
Туркменистан,83,0.00131
Мурмино,83,0.00131
Горловка,83,0.00131
Сосенский,83,0.00131
Оболенск,83,0.00131
Краснозаводск,83,0.00131
Пересвет,83,0.00131
Рудничный,83,0.00131
Криуша (Рязанская область),83,0.00131
Ленинск,83,0.00131
Льгово (Рязанская область),83,0.00131
Сатис,83,0.00131
Троица (Рязанская область),83,0.00131
Свирск,83,0.00131
Жуковка (Брянская область),83,0.00131
Инякино,83,0.00131
Моздок,82,0.00129
Катав-Ивановск,82,0.00129
Заславль,82,0.00129
Кутаиси,82,0.00129
Кустаревка (Рязанская область),82,0.00129
Вичуга,82,0.00129
Полярные Зори,82,0.00129
Придорожный (Рязанская область),82,0.00129
Татарск,82,0.00129
Кременки,82,0.00129
Абдулино,82,0.00129
Кузьминское (Рязанская область),82,0.00129
Магас,82,0.00129
Никольск (Пензенская область),81,0.00128
Сасыкино,81,0.00128
Старое Березово,81,0.00128
Горнозаводск,81,0.00128
Лесное Конобеево,81,0.00128
Новый Киструс,81,0.00128
Ухолово,81,0.00128
Верхний Тагил,81,0.00128
Ивангород,81,0.00128
Стародуб,81,0.00128
Меньшие Можары,81,0.00128
Кирсанов,81,0.00128
Мальта,80,0.00126
Калязин,80,0.00126
Алексеевка (Самарская область),80,0.00126
Индонезия,80,0.00126
Липки,79,0.00125
"Горки-10 (Московская область, Одинцовский район)",79,0.00125
Бородино,79,0.00125
Дубовка,79,0.00125
Юрюзань,79,0.00125
Кизел,79,0.00125
Карши,78,0.00123
Фокино (Брянская область),78,0.00123
Городище (Пензенская область),78,0.00123
Игра,78,0.00123
Мантурово,78,0.00123
Заозерный,78,0.00123
Энем,78,0.00123
Лесной Городок,78,0.00123
Касли,78,0.00123
Вилючинск,78,0.00123
Пойковский,78,0.00123
Змеиногорск,78,0.00123
Краснообск,78,0.00123
Агинское (Забайкальский АО),78,0.00123
Торопец,78,0.00123
Айхал,78,0.00123
Островцы (Московская область),77,0.00122
Ясный,77,0.00122
Кувандык,77,0.00122
Кинель-Черкассы,77,0.00122
Шимановск,77,0.00122
Уварово,77,0.00122
Дания,77,0.00122
Иноземцево,77,0.00122
Кольцово (Новосибирская область),77,0.00122
Катайск,77,0.00122
Нерехта,76,0.00120
Каменец-Подольский,76,0.00120
Виловатово,76,0.00120
Далматово,76,0.00120
Мариинский Посад,76,0.00120
Новая Чара,76,0.00120
